participant_id,start_date,end_date,batch,duration,qualtrics_duration,dg_a_transfer,dg_a_moral,dg_a1_moral,dg_a2_moral,dg_a_chosen_moral,tg_c_moral,tg_a_moral,believe_real,dgtg_payoff,total_bonus,tg_payoff,tg_a_return,tg_c_keep,tg_c_transfer_x3,tg_c_transfer,tg_total,tg_partner_choice,dg_payoff,dg_a2_transfer,dg_a_gen_transfer,dg_a1_transfer,dg_total,participant_role,partner_choice,public_private,unique_group_id,group_id,observability,dg_a_chosen_transfer,dg_a_gen_transfer_ratio,dg_a_transfer_ratio,dg_a1_transfer_ratio,dg_a2_transfer_ratio,dg_a_chosen_transfer_ratio,tg_c_transfer_ratio,tg_a_return_ratio
94,2023-05-18T16:50:00Z,2023-05-18T16:55:00Z,2,5,320,0.1,56,NA,NA,56,NA,NA,Yes,0.1,0.7,NA,NA,NA,NA,NA,0.5,NA,0.1,NA,0.1,NA,0.5,B,no,private,20230518_13_no_private,13,0,0.1,0.2,0.2,NA,NA,0.2,NA,NA
95,2023-05-18T16:50:00Z,2023-05-18T16:58:00Z,2,8,497,NA,NA,80,NA,80,67,94,No,0.5,1.1,0.25,1.25,0,1.5,0.5,0.5,A1,0.25,NA,0.25,0.25,0.5,A1,yes,public,20230518_13_yes_public,13,1,0.25,0.5,NA,0.5,NA,0.5,1,2.5
96,2023-05-18T16:50:00Z,2023-05-18T16:58:00Z,2,8,454,NA,NA,NA,41,NA,NA,NA,No,0.4,1,NA,NA,NA,NA,NA,0.5,A1,0.4,0.1,0.1,NA,0.5,A2,yes,public,20230518_13_yes_public,13,1,NA,0.2,NA,NA,0.2,NA,NA,NA
97,2023-05-18T16:50:00Z,2023-05-18T16:57:00Z,2,7,421,NA,NA,74,28,NA,NA,NA,No,0.35,0.95,NA,NA,NA,NA,NA,0.5,NA,0.35,0.1,NA,0.25,0.5,B,yes,public,20230518_13_yes_public,13,1,NA,NA,NA,0.5,0.2,NA,NA,NA
98,2023-05-18T16:50:00Z,2023-05-18T17:01:00Z,2,11,634,NA,NA,87,59,87,94,100,No,1.25,1.85,1.25,1.25,NA,1.5,0.5,0.5,A1,0,0.1,NA,0.25,0.5,C,yes,public,20230518_13_yes_public,13,1,0.25,NA,NA,0.5,0.2,0.5,1,2.5
99,2023-05-18T16:50:00Z,2023-05-18T16:56:00Z,2,6,400,0.25,100,NA,NA,100,100,100,Yes,1,1.6,0.75,0.75,0,1.5,0.5,0.5,NA,0.25,NA,0.25,NA,0.5,A,no,private,20230518_14_no_private,14,0,0.25,0.5,0.5,NA,NA,0.5,1,1.5
100,2023-05-18T16:50:00Z,2023-05-18T16:56:00Z,2,6,322,0.25,100,NA,NA,100,NA,NA,Yes,0.25,0.85,NA,NA,NA,NA,NA,0.5,NA,0.25,NA,0.25,NA,0.5,B,no,private,20230518_14_no_private,14,0,0.25,0.5,0.5,NA,NA,0.5,NA,NA
101,2023-05-18T16:50:00Z,2023-05-18T16:57:00Z,2,7,391,0.25,100,NA,NA,100,100,100,Yes,0.75,1.35,0.75,0.75,NA,1.5,0.5,0.5,NA,0,NA,0.25,NA,0.5,C,no,private,20230518_14_no_private,14,0,0.25,0.5,0.5,NA,NA,0.5,1,1.5
102,2023-05-18T16:50:00Z,2023-05-18T16:59:00Z,2,9,538,NA,NA,NA,71,71,79,23,Yes,1.5,2.1,1.3,0.2,0,1.5,0.5,0.5,A2,0.2,0.3,0.3,NA,0.5,A2,yes,private,20230518_14_yes_private,14,0,0.3,0.6,NA,NA,0.6,0.6,1,0.4
103,2023-05-18T16:50:00Z,2023-05-18T16:57:00Z,2,7,412,NA,NA,51,72,NA,NA,NA,No,0.3,0.8999999999999999,NA,NA,NA,NA,NA,0.5,NA,0.3,0.3,NA,0,0.5,B,yes,private,20230518_14_yes_private,14,0,NA,NA,NA,0,0.6,NA,NA,NA
104,2023-05-18T16:50:00Z,2023-05-18T16:59:00Z,2,9,496,NA,NA,0,100,100,100,0,Yes,0.2,0.8,0.2,0.2,NA,1.5,0.5,0.5,A2,0,0.3,NA,0,0.5,C,yes,private,20230518_14_yes_private,14,0,0.3,NA,NA,0,0.6,0.6,1,0.4
105,2023-05-18T16:50:00Z,2023-05-18T16:57:00Z,2,7,415,0.25,95,NA,NA,95,100,98,Yes,0.95,1.5499999999999998,0.7,0.8,0,1.5,0.5,0.5,NA,0.25,NA,0.25,NA,0.5,A,no,public,20230518_15_no_public,15,1,0.25,0.5,0.5,NA,NA,0.5,1,1.6
106,2023-05-18T16:50:00Z,2023-05-18T16:58:00Z,2,8,517,0.25,89,NA,NA,89,NA,NA,No,0.25,0.85,NA,NA,NA,NA,NA,0.5,NA,0.25,NA,0.25,NA,0.5,B,no,public,20230518_15_no_public,15,1,0.25,0.5,0.5,NA,NA,0.5,NA,NA
107,2023-05-18T16:50:00Z,2023-05-18T16:59:00Z,2,9,518,NA,NA,100,NA,100,100,76,Yes,1.5,2.1,1.5,0,0,1.5,0.5,0.5,A1,0,NA,0.5,0.5,0.5,A1,yes,public,20230518_15_yes_public,15,1,0.5,1,NA,1,NA,1,1,0
108,2023-05-18T16:50:00Z,2023-05-18T16:57:00Z,2,7,409,NA,NA,NA,65,NA,NA,NA,Yes,0.25,0.85,NA,NA,NA,NA,NA,0.5,A1,0.25,0.25,0.25,NA,0.5,A2,yes,public,20230518_15_yes_public,15,1,NA,0.5,NA,NA,0.5,NA,NA,NA
109,2023-05-18T16:50:00Z,2023-05-18T16:57:00Z,2,7,406,NA,NA,100,76,NA,NA,NA,Yes,0.75,1.35,NA,NA,NA,NA,NA,0.5,NA,0.75,0.25,NA,0.5,0.5,B,yes,public,20230518_15_yes_public,15,1,NA,NA,NA,1,0.5,NA,NA,NA
110,2023-05-18T16:50:00Z,2023-05-18T16:57:00Z,2,7,422,0.15,36,NA,NA,36,NA,NA,Yes,0.15,0.75,NA,NA,NA,NA,NA,0.5,NA,0.15,NA,0.15,NA,0.5,B,no,public,20230518_16_no_public,16,1,0.15,0.3,0.3,NA,NA,0.3,NA,NA
111,2023-05-18T16:50:00Z,2023-05-18T17:02:00Z,2,12,759,0.15,52,NA,NA,52,51,51,No,0.5,1.1,0.5,0.15,NA,0.45,0.15,0.5,NA,0,NA,0.15,NA,0.5,C,no,public,20230518_16_no_public,16,1,0.15,0.3,0.3,NA,NA,0.3,0.3,1
112,2023-05-18T16:50:00Z,2023-05-18T17:00:00Z,2,10,551,NA,NA,NA,100,100,100,100,Yes,0.75,1.35,0.5,0.25,0.25,0.75,0.25,0.5,A2,0.25,0.25,0.25,NA,0.5,A2,yes,private,20230518_16_yes_private,16,0,0.25,0.5,NA,NA,0.5,0.5,0.5,1
113,2023-05-18T16:50:00Z,2023-05-18T16:58:00Z,2,8,491,NA,NA,100,100,NA,NA,NA,Yes,0.75,1.35,NA,NA,NA,NA,NA,0.5,NA,0.75,0.25,NA,0.5,0.5,B,yes,private,20230518_16_yes_private,16,0,NA,NA,NA,1,0.5,NA,NA,NA
114,2023-05-18T16:50:00Z,2023-05-18T16:59:00Z,2,9,539,NA,NA,81,63,63,77,44,Yes,0.5,1.1,0.5,0.25,NA,0.75,0.25,0.5,A2,0,0.25,NA,0.5,0.5,C,yes,private,20230518_16_yes_private,16,0,0.25,NA,NA,1,0.5,0.5,0.5,1
115,2023-05-18T16:50:00Z,2023-05-18T16:59:00Z,2,9,516,0.5,57,NA,NA,57,57,68,No,0.75,1.35,0.75,0.75,0,1.5,0.5,0.5,NA,0,NA,0.5,NA,0.5,A,no,public,20230518_17_no_public,17,1,0.5,1,1,NA,NA,1,1,1.5
116,2023-05-18T16:50:00Z,2023-05-18T16:57:00Z,2,7,395,0.5,100,NA,NA,100,NA,NA,Yes,0.5,1.1,NA,NA,NA,NA,NA,0.5,NA,0.5,NA,0.5,NA,0.5,B,no,public,20230518_17_no_public,17,1,0.5,1,1,NA,NA,1,NA,NA
117,2023-05-18T16:50:00Z,2023-05-18T16:59:00Z,2,9,584,0.5,100,NA,NA,100,100,100,Yes,0.75,1.35,0.75,0.75,NA,1.5,0.5,0.5,NA,0,NA,0.5,NA,0.5,C,no,public,20230518_17_no_public,17,1,0.5,1,1,NA,NA,1,1,1.5
118,2023-05-18T16:50:00Z,2023-05-18T17:04:00Z,2,14,806,NA,NA,100,NA,100,56,0,Yes,0.9,1.5,0.9,0,0.2,0.9,0.3,0.5,A1,0,NA,0.5,0.5,0.5,A1,yes,public,20230518_17_yes_public,17,1,0.5,1,NA,1,NA,1,0.6,0
119,2023-05-18T16:50:00Z,2023-05-18T16:55:00Z,2,5,287,0.25,67,NA,NA,67,NA,NA,Yes,0.25,0.85,NA,NA,NA,NA,NA,0.5,NA,0.25,NA,0.25,NA,0.5,B,no,public,20230518_18_no_public,18,1,0.25,0.5,0.5,NA,NA,0.5,NA,NA
120,2023-05-18T16:50:00Z,2023-05-18T17:04:00Z,2,14,837,0.25,52,NA,NA,52,78,74,Yes,0.25,0.85,0.25,0,NA,0.75,0.25,0.5,NA,0,NA,0.25,NA,0.5,C,no,public,20230518_18_no_public,18,1,0.25,0.5,0.5,NA,NA,0.5,0.5,0
121,2023-05-18T16:50:00Z,2023-05-18T17:00:00Z,2,10,586,NA,NA,100,NA,100,100,0,No,1.75,2.35,1.5,0,0,1.5,0.5,0.5,A1,0.25,NA,0.25,0.25,0.5,A1,yes,private,20230518_18_yes_private,18,0,0.25,0.5,NA,0.5,NA,0.5,1,0
122,2023-05-18T16:50:00Z,2023-05-18T16:57:00Z,2,7,399,NA,NA,NA,50,NA,NA,NA,No,0.5,1.1,NA,NA,NA,NA,NA,0.5,A1,0.5,0,0,NA,0.5,A2,yes,private,20230518_18_yes_private,18,0,NA,0,NA,NA,0,NA,NA,NA
123,2023-05-18T16:50:00Z,2023-05-18T16:58:00Z,2,8,436,NA,NA,54,0,NA,NA,NA,No,0.25,0.85,NA,NA,NA,NA,NA,0.5,NA,0.25,0,NA,0.25,0.5,B,yes,private,20230518_18_yes_private,18,0,NA,NA,NA,0.5,0,NA,NA,NA
124,2023-05-18T16:50:00Z,2023-05-18T16:58:00Z,2,8,499,0.25,74,NA,NA,74,32,50,No,0.25,0.85,0,NA,0.5,0,0,0.5,NA,0.25,NA,0.25,NA,0.5,A,no,private,20230518_19_no_private,19,0,0.25,0.5,0.5,NA,NA,0.5,0,NA
125,2023-05-18T16:50:00Z,2023-05-18T16:58:00Z,2,8,462,0.25,86,NA,NA,86,NA,NA,No,0.25,0.85,NA,NA,NA,NA,NA,0.5,NA,0.25,NA,0.25,NA,0.5,B,no,private,20230518_19_no_private,19,0,0.25,0.5,0.5,NA,NA,0.5,NA,NA
126,2023-05-18T16:50:00Z,2023-05-18T16:58:00Z,2,8,463,NA,NA,60,35,NA,NA,NA,Yes,0.35,0.95,NA,NA,NA,NA,NA,0.5,NA,0.35,0.1,NA,0.25,0.5,B,yes,public,20230518_19_yes_public,19,1,NA,NA,NA,0.5,0.2,NA,NA,NA
127,2023-05-18T16:50:00Z,2023-05-18T17:02:00Z,2,12,700,0.25,52,NA,NA,52,NA,NA,No,0.25,0.85,NA,NA,NA,NA,NA,0.5,NA,0.25,NA,0.25,NA,0.5,B,no,private,20230518_20_no_private,20,0,0.25,0.5,0.5,NA,NA,0.5,NA,NA
128,2023-05-18T16:50:00Z,2023-05-18T16:58:00Z,2,8,491,NA,NA,47,NA,NA,NA,NA,No,0.25,0.85,NA,NA,NA,NA,NA,0.5,A2,0.25,NA,0.25,0.25,0.5,A1,yes,private,20230518_20_yes_private,20,0,NA,0.5,NA,0.5,NA,NA,NA,NA
129,2023-05-18T16:50:00Z,2023-05-18T16:59:00Z,2,9,494,0.25,88,NA,NA,88,64,5,Yes,1,1.6,0.75,0,0.25,0.75,0.25,0.5,NA,0.25,NA,0.25,NA,0.5,A,no,public,20230518_21_no_public,21,1,0.25,0.5,0.5,NA,NA,0.5,0.5,0
130,2023-05-18T16:50:00Z,2023-05-18T17:01:00Z,2,11,648,0.25,52,NA,NA,52,100,0,Yes,0.25,0.85,0.25,0,NA,0.75,0.25,0.5,NA,0,NA,0.25,NA,0.5,C,no,public,20230518_21_no_public,21,1,0.25,0.5,0.5,NA,NA,0.5,0.5,0
131,2023-05-18T16:50:00Z,2023-05-18T16:57:00Z,2,7,432,NA,NA,71,NA,NA,NA,NA,Yes,0.25,0.85,NA,NA,NA,NA,NA,0.5,A2,0.25,NA,0.25,0.25,0.5,A1,yes,public,20230518_21_yes_public,21,1,NA,0.5,NA,0.5,NA,NA,NA,NA
132,2023-05-18T16:50:00Z,2023-05-18T16:58:00Z,2,8,520,NA,NA,51,58,58,0,49,No,0.5,1.1,0.5,NA,NA,0,0,0.5,A2,0,0.3,NA,0.25,0.5,C,yes,public,20230518_21_yes_public,21,1,0.3,NA,NA,0.5,0.6,0.6,0,NA
133,2023-05-18T16:50:00Z,2023-05-18T16:58:00Z,2,8,424,0,19,NA,NA,19,20,50,Yes,0.5,1.1,0,NA,0.5,0,0,0.5,NA,0.5,NA,0,NA,0.5,A,no,private,20230518_22_no_private,22,0,0,0,0,NA,NA,0,0,NA
134,2023-05-18T16:50:00Z,2023-05-18T16:56:00Z,2,6,348,0,0,NA,NA,0,NA,NA,Yes,0,0.6,NA,NA,NA,NA,NA,0.5,NA,0,NA,0,NA,0.5,B,no,private,20230518_22_no_private,22,0,0,0,0,NA,NA,0,NA,NA
135,2023-05-18T16:50:00Z,2023-05-18T16:58:00Z,2,8,482,0,0,NA,NA,0,50,49,Yes,0.5,1.1,0.5,NA,NA,0,0,0.5,NA,0,NA,0,NA,0.5,C,no,private,20230518_22_no_private,22,0,0,0,0,NA,NA,0,0,NA
136,2023-05-18T16:50:00Z,2023-05-18T17:00:00Z,2,10,569,0.25,100,NA,NA,100,100,100,Yes,0.75,1.35,0.75,0.75,NA,1.5,0.5,0.5,NA,0,NA,0.25,NA,0.5,C,no,private,20230518_23_no_private,23,0,0.25,0.5,0.5,NA,NA,0.5,1,1.5
137,2023-05-18T16:50:00Z,2023-05-18T16:59:00Z,2,9,492,NA,NA,100,NA,NA,NA,NA,Yes,0,0.6,NA,NA,NA,NA,NA,0.5,A2,0,NA,0.5,0.5,0.5,A1,yes,private,20230518_23_yes_private,23,0,NA,1,NA,1,NA,NA,NA,NA
138,2023-05-18T16:50:00Z,2023-05-18T16:58:00Z,2,8,467,NA,NA,100,100,NA,NA,NA,Yes,0.75,1.35,NA,NA,NA,NA,NA,0.5,NA,0.75,0.25,NA,0.5,0.5,B,yes,private,20230518_23_yes_private,23,0,NA,NA,NA,1,0.5,NA,NA,NA
139,2023-05-18T16:50:00Z,2023-05-18T17:01:00Z,2,11,627,NA,NA,69,51,51,100,51,No,0.75,1.35,0.75,0.75,NA,1.5,0.5,0.5,A2,0,0.25,NA,0.5,0.5,C,yes,private,20230518_23_yes_private,23,0,0.25,NA,NA,1,0.5,0.5,1,1.5
140,2023-05-18T16:50:00Z,2023-05-18T16:57:00Z,2,7,426,0.25,88,NA,NA,88,NA,NA,Yes,0.25,0.85,NA,NA,NA,NA,NA,0.5,NA,0.25,NA,0.25,NA,0.5,B,no,public,20230518_24_no_public,24,1,0.25,0.5,0.5,NA,NA,0.5,NA,NA
141,2023-05-18T16:50:00Z,2023-05-18T17:07:00Z,2,17,1019,NA,NA,100,NA,100,100,100,No,0.75,1.35,0.5,0.25,0.25,0.75,0.25,0.5,A1,0.25,NA,0.25,0.25,0.5,A1,yes,private,20230518_24_yes_private,24,0,0.25,0.5,NA,0.5,NA,0.5,0.5,1
142,2023-05-18T16:50:00Z,2023-05-18T17:06:00Z,2,16,947,NA,NA,84,71,84,76,73,No,0.5,1.1,0.5,0.25,NA,0.75,0.25,0.5,A1,0,0.1,NA,0.25,0.5,C,yes,private,20230518_24_yes_private,24,0,0.25,NA,NA,0.5,0.2,0.5,0.5,1
143,2023-05-18T16:50:00Z,2023-05-18T17:00:00Z,2,10,588,0.25,58,NA,NA,58,100,91,Yes,1,1.6,0.75,0.75,0,1.5,0.5,0.5,NA,0.25,NA,0.25,NA,0.5,A,no,private,20230518_25_no_private,25,0,0.25,0.5,0.5,NA,NA,0.5,1,1.5
144,2023-05-18T16:50:00Z,2023-05-18T16:58:00Z,2,8,455,0.25,80,NA,NA,80,NA,NA,No,0.25,0.85,NA,NA,NA,NA,NA,0.5,NA,0.25,NA,0.25,NA,0.5,B,no,private,20230518_25_no_private,25,0,0.25,0.5,0.5,NA,NA,0.5,NA,NA
145,2023-05-18T16:50:00Z,2023-05-18T16:57:00Z,2,7,418,0.25,83,NA,NA,83,84,92,No,0.75,1.35,0.75,0.75,NA,1.5,0.5,0.5,NA,0,NA,0.25,NA,0.5,C,no,public,20230518_26_no_public,26,1,0.25,0.5,0.5,NA,NA,0.5,1,1.5
146,2023-05-18T16:50:00Z,2023-05-18T17:00:00Z,2,10,576,NA,NA,66,34,NA,NA,NA,Yes,0.25,0.85,NA,NA,NA,NA,NA,0.5,NA,0.25,0,NA,0.25,0.5,B,yes,public,20230518_26_yes_public,26,1,NA,NA,NA,0.5,0,NA,NA,NA
147,2023-05-18T16:50:00Z,2023-05-18T17:02:00Z,2,12,732,NA,NA,NA,72,NA,NA,NA,Yes,0.49,1.09,NA,NA,NA,NA,NA,0.5,A1,0.49,0.01,0.01,NA,0.5,A2,yes,private,20230518_27_yes_private,27,0,NA,0.02,NA,NA,0.02,NA,NA,NA
148,2023-05-18T16:50:00Z,2023-05-18T17:09:00Z,2,19,1122,NA,NA,62,28,62,72,41,Yes,0.3,0.8999999999999999,0.3,0.2,NA,1.2,0.4,0.5,A1,0,0.01,NA,0.25,0.5,C,yes,private,20230518_27_yes_private,27,0,0.25,NA,NA,0.5,0.02,0.5,0.8,0.5
149,2023-05-18T16:50:00Z,2023-05-18T17:00:00Z,2,10,620,0.25,100,NA,NA,100,0,100,No,0.25,0.85,0,NA,0.5,0,0,0.5,NA,0.25,NA,0.25,NA,0.5,A,no,private,20230518_29_no_private,29,0,0.25,0.5,0.5,NA,NA,0.5,0,NA
150,2023-05-18T16:50:00Z,2023-05-18T16:59:00Z,2,9,535,0.25,73,NA,NA,73,100,100,Yes,1,1.6,0.75,0.75,0,1.5,0.5,0.5,NA,0.25,NA,0.25,NA,0.5,A,no,public,20230518_30_no_public,30,1,0.25,0.5,0.5,NA,NA,0.5,1,1.5
151,2023-05-18T16:50:00Z,2023-05-18T17:00:00Z,2,10,604,0.25,100,NA,NA,100,69,100,Yes,0.75,1.35,0.75,0.75,NA,1.5,0.5,0.5,NA,0,NA,0.25,NA,0.5,C,no,public,20230518_30_no_public,30,1,0.25,0.5,0.5,NA,NA,0.5,1,1.5
152,2023-05-18T16:50:00Z,2023-05-18T17:02:00Z,2,12,689,NA,NA,49,74,NA,NA,NA,No,0.5,1.1,NA,NA,NA,NA,NA,0.5,NA,0.5,0.5,NA,0,0.5,B,yes,private,20230518_30_yes_private,30,0,NA,NA,NA,0,1,NA,NA,NA
153,2023-05-18T16:50:00Z,2023-05-18T17:06:00Z,2,16,933,NA,NA,21,100,100,100,65,No,0.5,1.1,0.5,0.5,NA,1.5,0.5,0.5,A2,0,0.5,NA,0,0.5,C,yes,private,20230518_30_yes_private,30,0,0.5,NA,NA,0,1,1,1,1
154,2023-05-18T16:50:00Z,2023-05-18T16:59:00Z,2,9,541,0.25,72,NA,NA,72,NA,NA,Yes,0.25,0.85,NA,NA,NA,NA,NA,0.5,NA,0.25,NA,0.25,NA,0.5,B,no,private,20230518_31_no_private,31,0,0.25,0.5,0.5,NA,NA,0.5,NA,NA
155,2023-05-18T16:50:00Z,2023-05-18T17:08:00Z,2,18,1077,NA,NA,43,NA,NA,NA,NA,No,0.4,1,NA,NA,NA,NA,NA,0.5,A2,0.4,NA,0.1,0.1,0.5,A1,yes,public,20230518_31_yes_public,31,1,NA,0.2,NA,0.2,NA,NA,NA,NA
156,2023-05-18T16:50:00Z,2023-05-18T17:06:00Z,2,16,920,NA,NA,51,100,100,100,100,Yes,0.75,1.35,0.75,0.75,NA,1.5,0.5,0.5,A2,0,0.35,NA,0.1,0.5,C,yes,public,20230518_31_yes_public,31,1,0.35,NA,NA,0.2,0.7,0.7,1,1.5
157,2023-05-18T16:50:00Z,2023-05-18T16:59:00Z,2,9,543,NA,NA,51,53,NA,NA,NA,No,0.75,1.35,NA,NA,NA,NA,NA,0.5,NA,0.75,0.25,NA,0.5,0.5,B,yes,public,20230518_32_yes_public,32,1,NA,NA,NA,1,0.5,NA,NA,NA
158,2023-05-18T16:50:00Z,2023-05-18T17:01:00Z,2,11,650,0.25,88,NA,NA,88,90,91,Yes,0.75,1.35,0.75,0.75,NA,1.5,0.5,0.5,NA,0,NA,0.25,NA,0.5,C,no,private,20230518_33_no_private,33,0,0.25,0.5,0.5,NA,NA,0.5,1,1.5
159,2023-05-18T16:50:00Z,2023-05-18T17:04:00Z,2,14,866,0,0,NA,NA,0,100,0,No,0,0.6,0,0,NA,1.5,0.5,0.5,NA,0,NA,0,NA,0.5,C,no,public,20230518_34_no_public,34,1,0,0,0,NA,NA,0,1,0
160,2023-05-18T16:50:00Z,2023-05-18T17:04:00Z,2,14,834,0.25,84,NA,NA,84,100,85,Yes,0.75,1.35,0.75,0.75,NA,1.5,0.5,0.5,NA,0,NA,0.25,NA,0.5,C,no,public,20230518_35_no_public,35,1,0.25,0.5,0.5,NA,NA,0.5,1,1.5
